pl_name,hostname,gaia_dr3_id,gaia_dr2_id,tic_id,hd_name,ra,dec,sy_vmag,abs_vmag,sy_jmag,abs_jmag,sy_kmag,abs_kmag,sy_tmag,sy_kepmag,sy_gaiamag,abs_gaiamag,st_parallax_mas,st_rv,st_e_rv,st_rv_source,st_teff,st_logg,st_met,st_mass,st_rad,st_spectype,st_lum,st_age,st_ageerr1,st_ageerr2,st_rotp,bj_dist_pc,bj_dist_pc_lo,bj_dist_pc_hi,ruwe,ruwe_quality,gaia_aen,pl_orbper,pl_rade,pl_trandur,disc_facility,disc_year,mission_source
HIP 65 A b,HIP 65 A,4.92386E+18,4.92386E+18,201248411,,0.1856063,-54.8308228,11,7.045802491,8.922,4.967802491,8.29,4.335802491,9.9005,,10.5895,6.635302491,16.1641445,21.18428993,0.205289274,Gaia,4590,4.611,0.18,0.781,0.7242,K4 V,-0.67799,4.1,4.3,-2.8,13.2,61.77880478,61.74705887,61.81645584,0.906189799,LO,0.04390173,0.9809734,22.75427,0.78576,Transiting Exoplanet Survey Satellite (TESS),2020,TESS
WASP-136 b,WASP-136,2.44101E+18,2.44101E+18,176220787,,0.325761,-8.9262512,9.974,2.845900635,9.016,1.887900635,8.805,1.676900635,9.4834,,9.81929,2.691190635,3.722455786,11.21512794,0.23190257,Gaia,6250,3.9,-0.18,1.41,2.39014,F,0.82265,,,,5.4,266.4525452,264.5854187,268.2038879,1.094975114,LO,0.104863755,5.215361788,16.81347105,5.5895721,SuperWASP,2016,WASP
KELT-1 b,KELT-1,2.88178E+18,2.88178E+18,432549364,,0.3620995,39.3837953,10.632,3.476217663,9.682,2.526217663,9.437,2.281217663,10.2242,,10.5905,3.434717663,3.683636389,-14.20667267,0.774223506,Gaia,6516,4.228,0.052,1.335,1.471,,0.545,,,,,269.8711548,268.8409424,270.9493408,0.907860518,LO,0.067176998,1.217514,12.442,2.76456,KELT,2012,KELT
HATS-34 b,HATS-34,4.90452E+18,4.90452E+18,355703913,,0.7744866,-62.4693167,13.857,5.341450712,12.513,3.997450712,12.095,3.579450712,13.183,,13.679,5.163450712,1.943921549,19.81319046,2.372914314,Gaia,5380,4.435,0.25,0.955,0.98,,-0.14026,7.7,2.7,-2.7,,504.7889709,502.0749207,507.4641418,1.035520196,LO,0,2.1061607,16.02887,1.5552,HATSouth,2016,HAT
WASP-96 b,WASP-96,4.99004E+18,4.99004E+18,160148385,,1.0465696,-47.3606352,12.569,4.865534357,11.267,3.563534357,10.914,3.210534357,11.9116,,12.3833,4.679834357,2.858990049,-1.097559452,0.49767372,Gaia,5540,4.42,0.14,1.06,1.05,G8,0.03226,8,26,-8,20.16,347.2906799,345.4013977,349.274231,1.15458858,LO,0.082870513,3.4252602,13.45,2.4264,SuperWASP,2014,WASP
TOI-198 b,TOI-198,2.33368E+18,2.33368E+18,12421862,,2.2715087,-27.1217452,11.688,9.808431567,8.655,6.775431567,7.856,5.976431567,9.92801,,10.9187,9.039131567,42.05915434,19.7009964,0.179072067,Gaia,3650,4.75,-0.7,0.467,0.441,M0 V,-1.43315,5.3,1,-1,45.4,23.7636795,23.74817848,23.77864456,1.085656404,LO,0.215557262,10.2152,1.44,1.631,Transiting Exoplanet Survey Satellite (TESS),2023,TESS
WASP-44 b,WASP-44,2.42441E+18,2.42441E+18,12862099,,3.9032733,-11.9382645,13.096,5.323880112,11.702,3.929880112,11.341,3.568880112,12.3993,,12.8964,5.124280112,2.764407014,-3.095204592,1.321807146,Gaia,5420,4.494,-0.003,0.935,0.906,G8 V,-0.19777,,,,,358.4461975,355.8441772,360.4274292,0.955621004,LO,0.082565248,2.423804,12.3299,2.2368,SuperWASP,2011,WASP
Gliese 12 b,Gliese 12,2.76805E+18,2.76805E+18,52005579,,3.9579137,13.5576175,12.6,12.17504147,8.619,8.194041466,7.807,7.382041466,10.1769,,11.3963,10.97134147,82.19379738,51.04111099,0.255551219,Gaia,3296,5.21,-0.32,0.2414,0.2617,M3.0 V,-2.13787,7,2.8,-2.2,85,12.16162777,12.15627575,12.16670418,1.197814941,LO,0.206589609,12.761408,0.958,1.2,Transiting Exoplanet Survey Satellite (TESS),2024,TESS
WASP-32 b,WASP-32,2.54641E+18,2.54641E+18,427332229,,3.9617073,1.2005122,11.257,4.05027556,10.503,3.29627556,10.161,2.95427556,11.021,,11.409,4.20227556,3.570563157,18.27012634,0.317001849,Gaia,6140,4.4,-0.13,0.72,0.95,,0.19345,,,,11.6,276.2770996,273.1214294,279.4118042,1.732632279,HI,0.25281179,2.71866,10.76064,2.424,SuperWASP,2010,WASP
WASP-158 b,WASP-158,2.42462E+18,2.42462E+18,37718056,,4.1463468,-10.9764226,12.044,3.420780929,11.178,2.554780929,10.881,2.257780929,11.7083,,12.0911,3.467880929,1.85097245,24.67984581,1.024357796,Gaia,6350,4.3,0.24,1.38,1.39,F6 V,0.48338,1.93,0.93,-0.93,,530.4492188,523.7268066,536.9046631,1.748384118,HI,0.159955218,3.656333,11.99363,3.576,SuperWASP-South,2018,WASP
HD 1397 b,HD 1397,4.70763E+18,4.70763E+18,394137592,HD 1397,4.4471631,-66.3589285,7.79,3.275186332,6.442,1.927186332,5.988,1.473186332,7.1062,,7.59336,3.078546332,12.49343388,30.64109993,0.125326619,Gaia,5521,3.823,0.29,1.324,2.336,G5 III/IV,0.65992,4.51,0.5,-0.5,,79.9765625,79.89833069,80.09984589,0.977952302,LO,0.122410148,11.53533,11.500434,8.6016,Transiting Exoplanet Survey Satellite (TESS),2018,TESS
TOI-6016 b,TOI-6016,4.2836E+17,4.2836E+17,327369524,,4.5239602,59.7661983,11.886,4.109233054,10.629,2.852233054,10.224,2.447233054,11.3864,,11.9184,4.141633054,2.749162149,-48.52323151,0.443656683,Gaia,6110,4.19,0.28,1.31,1.51,F,0.4609,0.3,0.1,-0.1,9.1,359.2141113,357.7357483,360.7060547,0.916732252,LO,0.060603466,4.023687,13.67495645,5.7,Transiting Exoplanet Survey Satellite (TESS),2024,TESS
WASP-26 b,WASP-26,2.41678E+18,2.41678E+18,32487566,,4.6030424,-15.2674044,11.297,4.304089654,10.021,3.028089654,9.69,2.697089654,10.5853,,10.9935,4.000589654,3.957408236,9.0658741,0.408857346,Gaia,6034,4.44,0.16,0.86,1.22,G0,0.28725,,,,,250.369873,248.6206207,251.8466797,0.959235966,LO,0.111946829,2.7566,13.56289,2.3808565,SuperWASP,2010,WASP
TOI-260 b,TOI-260,2.42816E+18,2.42816E+18,37749396,,4.7730178,-9.9661505,9.9,8.373330829,7.376,5.849330829,6.549,5.022330829,8.4991,,9.3124,7.785730829,49.475749,-10.71837807,0.191110551,Gaia,4026,4.45,-0.47,0.616,0.607,K8 V,-1.05899,,,,31,20.19918442,20.192873,20.20640564,0.907834232,LO,0.055344831,13.475853,1.71,2.37,Transiting Exoplanet Survey Satellite (TESS),2024,TESS
Qatar-4 b,Qatar-4,3.85697E+17,3.85697E+17,440113053,,4.859275,44.0275965,13.574,6.024929926,12.03,4.480929926,11.519,3.969929926,12.8416,,13.4114,5.862329926,3.056659633,-29.14311028,1.537454247,Gaia,5215,4.533,0.103,0.896,0.849,K1 V,-0.31785,0.17,0.01,-0.01,6.05,323.4551086,322.0535889,325.1047058,1.01891911,LO,0,1.8053564,12.722215,2.1384,Qatar,2017,Other
WASP-20 b,WASP-20,2.35998E+18,2.35998E+18,211438925,,5.1605621,-23.9357894,10.675,3.028208033,9.701,2.054208033,9.39,1.743208033,10.248,,10.6503,3.003508033,3.469879952,1.255960107,0.850349844,Gaia,5940,4.231,-0.008,1.2,1.242,F9,0.239,,,,,338.3439331,275.6102295,420.8338318,33.52918625,HI,4.621596813,4.89964477,15.46839337,3.07,SuperWASP,2015,WASP
WASP-1 b,WASP-1,2.86255E+18,2.86255E+18,57984377,,5.1669536,31.9899732,11.308,3.428987654,10.586,2.706987654,10.276,2.396987654,11.1355,,11.5349,3.655887654,2.610845276,-13.90166569,0.588724971,Gaia,6110,4.207,0.17,1.24,1.47,F7 V,0.44091,3.4,1.2,-0.6,,376.5325012,373.2942505,379.6436462,1.073208213,LO,0.128084183,2.5199454,16.623,3.7121363,SuperWASP,2007,WASP
WASP-45 b,WASP-45,2.30883E+18,2.30883E+18,120610833,,5.2377567,-35.998465,11.801,5.152607012,10.753,4.104607012,10.294,3.645607012,11.5005,,12.0487,5.400307012,4.651975578,4.713166237,0.32594347,Gaia,5150,4.503,-0.03,0.85,0.855,K2 V,-0.33555,,,,,213.6380463,212.4178009,214.5423431,1.677813768,HI,0.158624873,3.126089,10.603714,1.6824,SuperWASP,2011,WASP
HATS-30 b,HATS-30,4.90615E+18,4.90615E+18,281459670,,5.618525,-59.9425892,12.283,4.623009064,11.129,3.469009064,10.793,3.133009064,11.6714,,12.0815,4.421509064,2.912278562,0.213617459,0.749850512,Gaia,5943,4.425,0.06,1.093,1.061,G,0.09691,2.3,1.2,-1.2,,340.4067688,338.9629822,341.6137085,0.93514353,LO,0.055216793,3.1743516,13.170575,2.7504,HATSouth,2016,HAT
TOI-5322 b,TOI-5322,2.78017E+18,2.78017E+18,336691874,,6.5293373,14.3364283,12.733,4.359217078,11.301,2.927217078,10.9,2.526217078,12.0075,,12.4839,4.110117078,2.091343112,-2.268136501,1.023589969,Gaia,5692,4.11,-0.048,0.998,1.462,,0.3075,9.7,2,-1.8,,472.8861389,469.4386292,475.9628601,1.048847198,LO,0.079361789,5.4233207,16.6117094,5.111,Transiting Exoplanet Survey Satellite (TESS),2025,TESS
HATS-49 b,HATS-49,4.91977E+18,4.91977E+18,281541545,,6.6135927,-56.3442798,14.988,7.455658373,12.692,5.159658373,11.938,4.405658373,13.7813,,14.5449,7.012558373,3.078116273,7.625776291,3.44438386,Gaia,4405,4.6036,0.208,0.7133,0.6977,,-0.78489,10.5,1.4,-2,,320.9728699,319.395813,323.0550537,1.035523415,LO,0,4.1480467,8.574885,2.346,HATSouth,2020,HAT
HATS-46 b,HATS-46,4.91977E+18,4.91977E+18,281541555,,6.7026401,-56.3161021,13.783,5.531453341,12.366,4.114453341,11.965,3.713453341,13.0417,,13.527,5.275453341,2.203254883,-32.45669174,1.867627144,Gaia,5495,4.542,-0.06,0.917,0.853,,-0.22988,3,3.4,-2.1,,447.0018616,444.6651917,449.347229,0.998945832,LO,0,4.7423729,10.121727,2.4336,HATSouth,2018,HAT
Qatar-5 b,Qatar-5,3.82111E+17,3.82111E+17,190998418,,7.0539375,42.0613451,12.614,4.772884279,11.348,3.506884279,10.956,3.114884279,12.0401,,12.5241,4.682984279,2.686301375,-9.334557533,0.966350019,Gaia,5747,4.427,0.377,1.128,1.076,G2 V,0.05614,0.53,0.004,-0.004,12.1,370.0182495,368.2453308,371.5314026,0.941434264,LO,0.032718591,2.8792319,12.408363,2.9088,Qatar,2017,Other
TOI-178 f,TOI-178,2.3183E+18,2.3183E+18,251848941,,7.3020115,-30.4541159,11.955,7.965290448,9.372,5.382290448,8.656,4.666290448,10.42,,11.1523,7.162590448,15.90003087,57.56665039,0.326954961,Gaia,4316,4.45,-0.23,0.647,0.662,K,-0.86646,6,6.8,-5,,62.79743576,62.70001602,62.89108276,1.549343944,HI,0.193579122,15.23335,2.417,2.348,Multiple Observatories,2021,Other
TOI-178 c,TOI-178,2.3183E+18,2.3183E+18,251848941,,7.3020115,-30.4541159,11.955,7.965290448,9.372,5.382290448,8.656,4.666290448,10.42,,11.1523,7.162590448,15.90003087,57.56665039,0.326954961,Gaia,4316,4.45,-0.23,0.647,0.662,K,-0.86646,6,6.8,-5,,62.79743576,62.70001602,62.89108276,1.549343944,HI,0.193579122,3.238486,1.754,1.95,Transiting Exoplanet Survey Satellite (TESS),2021,TESS
TOI-178 b,TOI-178,2.3183E+18,2.3183E+18,251848941,,7.3020115,-30.4541159,11.955,7.965290448,9.372,5.382290448,8.656,4.666290448,10.42,,11.1523,7.162590448,15.90003087,57.56665039,0.326954961,Gaia,4316,4.45,-0.23,0.647,0.662,K,-0.86646,6,6.8,-5,,62.79743576,62.70001602,62.89108276,1.549343944,HI,0.193579122,1.9145601,1.2,1.692,Transiting Exoplanet Survey Satellite (TESS),2021,TESS
TOI-178 g,TOI-178,2.3183E+18,2.3183E+18,251848941,,7.3020115,-30.4541159,11.955,7.965290448,9.372,5.382290448,8.656,4.666290448,10.42,,11.1523,7.162590448,15.90003087,57.56665039,0.326954961,Gaia,4316,4.45,-0.23,0.647,0.662,K,-0.86646,6,6.8,-5,,62.79743576,62.70001602,62.89108276,1.549343944,HI,0.193579122,20.71663,2.939,2.167,Transiting Exoplanet Survey Satellite (TESS),2021,TESS
TOI-178 e,TOI-178,2.3183E+18,2.3183E+18,251848941,,7.3020115,-30.4541159,11.955,7.965290448,9.372,5.382290448,8.656,4.666290448,10.42,,11.1523,7.162590448,15.90003087,57.56665039,0.326954961,Gaia,4316,4.45,-0.23,0.647,0.662,K,-0.86646,6,6.8,-5,,62.79743576,62.70001602,62.89108276,1.549343944,HI,0.193579122,9.96318,2.301,2.501,Transiting Exoplanet Survey Satellite (TESS),2021,TESS
TOI-178 d,TOI-178,2.3183E+18,2.3183E+18,251848941,,7.3020115,-30.4541159,11.955,7.965290448,9.372,5.382290448,8.656,4.666290448,10.42,,11.1523,7.162590448,15.90003087,57.56665039,0.326954961,Gaia,4316,4.45,-0.23,0.647,0.662,K,-0.86646,6,6.8,-5,,62.79743576,62.70001602,62.89108276,1.549343944,HI,0.193579122,6.557569,2.695,2.346,Transiting Exoplanet Survey Satellite (TESS),2021,TESS
HD 2685 b,HD 2685,4.68421E+18,4.68421E+18,267263253,HD 2685,7.3289156,-76.304032,9.595,3.123042458,8.825,2.353042458,8.595,2.123042458,9.2205,,9.52025,3.048292458,5.066691078,2.741959333,0.265972495,Gaia,6801,4.21,0.02,1.43,1.56,,0.66839,1.31,0.34,-0.47,,196.9661102,196.5177765,197.4011841,0.889089286,LO,0.072454996,4.12688,16.14096,4.405,Transiting Exoplanet Survey Satellite (TESS),2019,TESS
WASP-190 b,WASP-190,4.99424E+18,4.99424E+18,116156517,,7.7095292,-40.5734613,11.645,2.969013231,10.859,2.183013231,10.65,1.974013231,11.3151,,11.6333,2.957313231,1.791010543,0.290839612,0.713976681,Gaia,6400,4.17,-0.02,1.35,1.6,F6 IV-V,0.69146,,,,,543.4972534,536.1560059,552.2094727,1.195667982,LO,0.162026465,5.367753,12.89035,4.464,WASP-South,2019,WASP
TOI-6029 b,TOI-6029,4.30269E+17,4.30269E+17,419523962,,8.3862555,61.8607659,12.858,3.988617333,10.788,1.918617333,10.369,1.499617333,11.6593,,12.2681,3.398717333,1.672070808,-24.8664875,1.232831955,Gaia,6223,3.886,0.37,1.548,2.338,,0.79934,2.31,0.58,-0.19,,594.12323,590.6026001,598.7440796,0.85443294,LO,0.008921206,5.7987,14.39233122,5.684,Transiting Exoplanet Survey Satellite (TESS),2024,TESS
HD 3167 b,HD 3167,2.55403E+18,2.55403E+18,318707987,HD 3167,8.7401487,4.3807215,8.97,5.598624432,7.548,4.176624432,7.066,3.694624432,8.2491,8.945,8.76221,5.390834432,21.13628362,19.39881706,0.196503907,Gaia,5261,4.53,0.04,0.837,0.88,K0 V,-0.27003,7.8,4.3,-4.3,23.52,47.2362175,47.20339584,47.27508545,0.811488211,LO,0.055735745,0.959641,1.67,1.609,K2,2016,K2
HD 3167 c,HD 3167,2.55403E+18,2.55403E+18,318707987,HD 3167,8.7401487,4.3807215,8.97,5.598624432,7.548,4.176624432,7.066,3.694624432,8.2491,8.945,8.76221,5.390834432,21.13628362,19.39881706,0.196503907,Gaia,5261,4.53,0.04,0.837,0.88,K0 V,-0.27003,7.8,4.3,-4.3,23.52,47.2362175,47.20339584,47.27508545,0.811488211,LO,0.055735745,29.8454,3,4.869,K2,2016,K2
TOI-2406 b,TOI-2406,2.52845E+18,2.52845E+18,212957629,,8.8060544,-3.3720833,,,12.633,8.915730142,11.894,8.176730142,14.3109,,15.6955,11.97823014,17.98469702,,,,3100,5.041,-0.26,0.166,0.204,M4 V,-2.46218,,,,,55.3928833,55.27472305,55.53091049,1.058979511,LO,0.117530808,3.0766891,2.86,1.2491751,Transiting Exoplanet Survey Satellite (TESS),2021,TESS
WASP-93 b,WASP-93,4.15704E+17,4.15704E+17,240681314,,9.4587443,51.288778,10.966,3.138536464,10.233,2.405536464,9.942,2.114536464,10.6496,,10.978,3.150536464,2.688161889,-0.70543766,0.391432613,Gaia,6700,4.197,0.07,1.334,1.524,F4,0.61784,0.7,0.65,-0.65,1.45,367.6992188,365.0041504,371.1424866,1.20925796,LO,0.153386399,2.7325321,17.900773,2.2344,SuperWASP,2016,WASP
HAT-P-19 b,HAT-P-19,3.65427E+17,3.65427E+17,267650535,,9.5165832,34.7114025,12.826,6.309410033,11.095,4.578410033,10.546,4.029410033,11.9475,,12.5567,6.040110033,4.956683122,-19.60743141,0.658921003,Gaia,4962,4.5687,0.166,0.807,0.773,K1,-0.48545,7.2,4,-4,35.5,201.0564423,200.5793915,201.6067505,1.004025578,LO,0.048281781,4.00878322,11.29865255,2.8368,HATNet,2010,HAT
HAT-P-16 b,HAT-P-16,3.81592E+17,3.81592E+17,191284318,,9.5730343,42.4630961,10.911,4.187814217,9.85,3.126814217,9.553001,2.829815217,10.374,,10.7568,4.033614217,4.495829047,-16.66669464,0.420249939,Gaia,6158,4.34,0.17,1.218,1.237,F8,0.29447,,,,,221.124649,220.2435608,221.865097,0.832806289,LO,0.052506935,2.77596727,14.68376472,3.0624,HATNet,2010,HAT
K2-149 b,K2-149,2.55734E+18,2.55734E+18,429035886,,9.8217519,7.2769939,14.543,9.090863408,11.452,5.999863408,10.561,5.108863408,12.7422,13.787,13.7795,8.327363408,8.070432486,6.841959,1.462135553,Gaia,3745,4.707,0.11,0.595,0.568,M1.0 V,-1.3098,,,,,123.1479874,122.8631592,123.4909515,1.066493273,LO,0,11.332,1.64,,K2,2018,K2
TOI-1470 b,TOI-1470,4.27224E+17,4.27224E+17,284441182,,10.0891431,61.2133868,13.459,9.891288508,10.154,6.586288508,9.283,5.715288508,11.4752,,12.5555,8.987788508,19.32773154,3.536416769,0.504361808,Gaia,3709,4.77,0,0.471,0.469,M1.5 V,-1.42481,1.3,0.7,-0.7,29,51.7061615,51.67482376,51.73661423,1.147282481,LO,0.081271678,2.527093,2.18,1.28,Transiting Exoplanet Survey Satellite (TESS),2023,TESS
TOI-1470 c,TOI-1470,4.27224E+17,4.27224E+17,284441182,,10.0891431,61.2133868,13.459,9.891288508,10.154,6.586288508,9.283,5.715288508,11.4752,,12.5555,8.987788508,19.32773154,3.536416769,0.504361808,Gaia,3709,4.77,0,0.471,0.469,M1.5 V,-1.42481,1.3,0.7,-0.7,29,51.7061615,51.67482376,51.73661423,1.147282481,LO,0.081271678,18.08816,2.47,2.7,Transiting Exoplanet Survey Satellite (TESS),2023,TESS
TOI-244 b,TOI-244,5.0011E+18,5.0011E+18,118327550,,10.5697537,-36.7179743,12.861,11.142198,8.827,7.108197996,7.97,6.251197996,10.3475,,11.553,9.834197996,45.29980663,14.51407814,0.258723021,Gaia,3433,4.66,-0.39,0.428,0.426,M2.5 V,-1.64264,7,4,-4,53.3,22.06786919,22.05293655,22.07989311,1.253069639,LO,0.190419555,7.397225,1.52,1.7,Transiting Exoplanet Survey Satellite (TESS),2023,TESS
LHS 1140 c,LHS 1140,2.37103E+18,2.37103E+18,92226327,,11.248632,-15.2741085,14.15,13.27556311,9.612001,8.737564107,8.821,7.946563107,11.2991,,12.6706,11.79616311,66.82874472,-13.74182224,0.423183829,Gaia,3096,5.041,-0.15,0.1844,0.2159,M4.5 V,-2.42022,5,,,131,14.95847702,14.94841194,14.9693222,1.529971957,HI,0.280284017,3.77794,1.272,1.13,Multiple Observatories,2018,Other
LHS 1140 b,LHS 1140,2.37103E+18,2.37103E+18,92226327,,11.248632,-15.2741085,14.15,13.27556311,9.612001,8.737564107,8.821,7.946563107,11.2991,,12.6706,11.79616311,66.82874472,-13.74182224,0.423183829,Gaia,3096,5.041,-0.15,0.1844,0.2159,M4.5 V,-2.42022,5,,,131,14.95847702,14.94841194,14.9693222,1.529971957,HI,0.280284017,24.73723,1.73,2.15,MEarth Project,2017,Other
K2-206 b,K2-206,2.5491E+18,2.5491E+18,257392778,,11.2564264,0.5931866,13.084,6.133778149,11.439,4.488778149,10.918,3.967778149,12.2619,12.826,12.8274,5.877178149,4.049456653,26.62606239,19.21687508,Gaia,5043,4.46,-0.14,0.789481,0.758046,,-0.43502,,,,,245.4959717,244.2892456,246.6040344,0.962513983,LO,0.060208037,18.294549,2.79522879,,K2,2018,K2
K2-217 b,K2-217,2.55625E+18,2.55625E+18,405333767,,11.2983678,6.4815879,12.264,4.369975495,11.009,3.114975495,10.679,2.784975495,11.601,12.062,12.0279,4.133875495,2.60090858,-6.776754379,0.645736396,Gaia,5967,4.17,0.04,1.102661,1.333718,,0.23239,,,,,379.1446228,376.0851135,382.0106812,1.303603768,LO,0.116220124,14.074524,3.57854073,5.688,K2,2018,K2
K2-216 b,K2-216,2.55623E+18,2.55623E+18,418761354,,11.4802354,6.3470302,12.403,7.102787344,10.394,5.093787344,9.721,4.420787344,11.375,12.1,12.0576,6.757387344,8.688432017,-26.53006744,0.455073744,Gaia,4503,4.57,0,0.7,0.72,K5 V,-0.72125,,,,,114.8266068,114.5814896,115.1221237,1.596538424,HI,0.140349194,2.1748,1.75,1.84,K2,2018,K2
K2-207 b,K2-207,2.54909E+18,2.54909E+18,257571543,,11.6996481,0.6406182,13.175,5.373907488,11.78,3.978907488,11.383,3.581907488,12.4815,12.971,12.9687,5.167607488,2.722363688,-3.072942972,1.612632394,Gaia,5522,4.41,0.11,0.941851,0.928158,,-0.17314,,,,,363.2607727,360.9199219,366.047821,0.950433552,LO,0.081727855,12.48749,2.60585269,4.296,K2,2018,K2
HD 5278 b,HD 5278,4.61776E+18,4.61776E+18,263003176,HD 5278,12.5467785,-83.7437671,7.94,4.145794507,6.949,3.154794507,6.605,2.810794507,7.4371,,7.80375,4.009544507,17.41769982,-30.23285294,0.137739509,Gaia,6203,4.5,-0.12,1.126,1.194,F V,0.28035,3,1.1,-1.1,16.8,57.39064407,57.32335281,57.43838882,1.013405323,LO,0.138034612,14.339156,2.45,4.8,Transiting Exoplanet Survey Satellite (TESS),2021,TESS
K2-385 b,K2-385,2.55298E+18,2.55298E+18,257429687,,12.6140752,5.8712567,14.645,6.625129688,12.816,4.796129688,12.237,4.217129688,13.7196,14.339,14.3355,6.315629688,2.444978282,7.963480949,2.48746562,Gaia,4844,4.64,-0.224,0.927,0.761,,-0.51852,,,,,401.7668152,398.1507263,405.4154968,0.957487702,LO,0,2.380867,1.539,1.92,K2,2022,K2
K2-220 b,K2-220,2.58192E+18,2.58192E+18,266012991,,12.7700071,9.5167694,11.873,5.050980681,10.582,3.759980681,10.161,3.338980681,11.2429,11.752,11.7214,4.899380681,4.275728634,13.94100571,0.544012606,Gaia,5612,4.45,-0.05,0.91,1.026,,-0.06106,,,,,231.4215851,230.2192535,232.3933411,1.311948657,LO,0.155986801,13.68186,2.37,3.12,K2,2018,K2
K2-203 b,K2-203,2.5359E+18,2.5359E+18,333605244,,12.7736909,-1.1958844,12.391,6.258392415,10.773,4.640392415,10.206,4.073392415,11.5474,12.114,12.1219,5.989292415,5.914703053,20.26805687,0.641880631,Gaia,5026,4.57,-0.021,0.793,0.765,,-0.47237,6.9,4.6,-4.5,,168.4695892,167.9771729,168.9547424,1.098477006,LO,0.082218632,9.6952,1.26549392,3.1032,K2,2018,K2
K2-218 b,K2-218,2.55647E+18,2.55647E+18,266014458,,12.809613,6.8464327,12.92,4.991369503,11.563,3.634369503,11.206,3.277369503,12.2418,12.713,12.7137,4.785069503,2.570287547,-0.103353903,1.915242195,Gaia,5757,4.45,0.25,1.047488,1.008231,,-0.00284,,,,,385.235321,382.5229187,388.0865784,1.047946334,LO,0.07224194,8.679885,2.56948149,3.84,K2,2018,K2
TOI-4638.01,TOI-4638,2.77531E+18,2.77531E+18,58824746,,12.8206627,12.7879858,11.657,5.507457498,10.103,3.953457498,9.696,3.546457498,10.7434,,11.2097,5.060157498,5.852933062,-21.23630905,0.454454631,Gaia,5700,4.54131,,1.02,0.895,,-0.11858,,,,,169.7885895,169.2286072,170.4095612,0.973850012,LO,0.128560156,10.28391879,2.933,3.7225,Transiting Exoplanet Survey Satellite (TESS),2024,TESS
TOI-3980 b,TOI-3980,4.26759E+17,4.26759E+17,312548829,,12.8419374,59.5758606,12.549,4.076717406,11.133,2.660717406,10.741,2.268717406,11.863,,12.3751,3.902817406,2.006678603,-43.08467484,1.195824862,Gaia,5840,4.106,0.188,1.24,1.626,,0.44248,4.7,3.1,-1.3,,494.8305664,491.8410034,497.8031921,0.92679441,LO,0.036273327,3.6089254,14.4595851,2.359,Transiting Exoplanet Survey Satellite (TESS),2025,TESS
K2-219 b,K2-219,2.58174E+18,2.58174E+18,266014079,,12.8452963,8.8675474,12.09,4.544129572,10.849,3.303129572,10.424,2.878129572,11.4427,11.923,11.911,4.365129572,3.053715025,-20.67156029,0.515619993,Gaia,5753,4.23,0.13,1.021545,1.189232,,0.15097,,,,,322.9788513,320.9551697,324.803833,0.865984142,LO,0.052764274,3.901287,1.34762583,3.408,K2,2018,K2
K2-219 c,K2-219,2.58174E+18,2.58174E+18,266014079,,12.8452963,8.8675474,12.09,4.544129572,10.849,3.303129572,10.424,2.878129572,11.4427,11.923,11.911,4.365129572,3.053715025,-20.67156029,0.515619993,Gaia,5753,4.23,0.13,1.021545,1.189232,,0.15097,,,,,322.9788513,320.9551697,324.803833,0.865984142,LO,0.052764274,6.66767,1.43839723,4.824,K2,2018,K2
K2-219 d,K2-219,2.58174E+18,2.58174E+18,266014079,,12.8452963,8.8675474,12.09,4.544129572,10.849,3.303129572,10.424,2.878129572,11.4427,11.923,11.911,4.365129572,3.053715025,-20.67156029,0.515619993,Gaia,5753,4.23,0.13,1.021545,1.189232,,0.15097,,,,,322.9788513,320.9551697,324.803833,0.865984142,LO,0.052764274,11.137278,2.57634456,4.896,K2,2018,K2
TOI-5301 b,TOI-5301,2.77682E+18,2.77682E+18,58825110,,12.9908008,13.0783712,11.738,2.896607265,10.616,1.774607265,10.336,1.494607265,11.1893,,11.5696,2.728207265,1.651538126,11.13634491,0.745308876,Gaia,6240,3.926,0.03,1.483,2.19,,0.81624,2.43,1.1,-0.47,,586.5142212,578.7384644,595.3692017,1.235249162,LO,0.154838145,5.858858,13.09208946,3.938,Transiting Exoplanet Survey Satellite (TESS),2024,TESS
HAT-P-28 b,HAT-P-28,3.63703E+17,3.63703E+17,53728859,,13.0009159,34.728402,13.098,5.081089768,11.561,3.544089768,11.104,3.087089768,12.3396,,12.8718,4.854889768,2.472803026,44.08592606,1.102630496,Gaia,5680,4.36,0.12,1.025,1.103,G3,0.053,6.1,2.6,-1.9,,401.2195129,398.7950439,403.5418091,0.994996786,LO,0.077517942,3.257215,13.585,3.2184,HATNet,2011,HAT
EPIC 220674823 c,EPIC 220674823,2.58262E+18,2.58262E+18,266015990,,13.0800239,10.7947051,12.101,5.177910541,10.77,3.846910541,10.344,3.420910541,11.4574,11.958,11.9535,5.030410541,4.085426793,-14.78669739,0.561091363,Gaia,5578,4.408,-0.005,0.913,0.99,G5 V,-0.11919,,,,,242.4476013,241.3144989,243.2179871,1.051682711,LO,0.088688113,13.33989,2.84,3.661,K2,2016,K2
